,Unnamed: 0,carat,cut,cut_ord,color,clarity,clarity_ord,price
18783,18784,0.3,Ideal,5,G,VS2,5,545
18784,18785,0.41,Good,2,F,SI1,3,755
18785,18786,0.9,Premium,4,H,SI1,3,3730
18786,18787,1.71,Good,2,I,SI1,3,9881
18787,18788,0.4,Very Good,3,E,SI1,3,882
18788,18789,0.7,Ideal,5,G,VS1,4,2475
18789,18790,0.74,Good,2,E,VS1,4,3416
18790,18791,0.57,Ideal,5,I,VS2,5,1326
18791,18792,1.06,Premium,4,E,SI1,3,5642
18792,18793,0.33,Very Good,3,J,IF,8,529
18793,18794,1.51,Premium,4,F,VS1,4,13134
18794,18795,0.3,Very Good,3,I,VS1,4,473
18795,18796,0.32,Ideal,5,F,VS2,5,645
18796,18797,0.51,Very Good,3,D,SI2,2,1264
18797,18798,0.31,Premium,4,H,IF,8,761
18798,18799,1.5,Ideal,5,G,VS2,5,13049
18799,18800,0.48,Premium,4,F,VS2,5,1294
18800,18801,0.31,Premium,4,D,SI1,3,533
18801,18802,0.59,Ideal,5,D,IF,8,4161
18802,18803,1.5,Premium,4,I,SI2,2,7476
18803,18804,1.52,Premium,4,E,SI1,3,10180
18804,18805,1.0,Very Good,3,H,SI1,3,5036
18805,18806,0.32,Ideal,5,D,VS2,5,972
18806,18807,0.3,Very Good,3,G,VS1,4,725
18807,18808,1.5,Premium,4,G,SI1,3,9954
18808,18809,0.76,Premium,4,G,VS1,4,2937
18809,18810,0.3,Premium,4,F,VS1,4,658
18810,18811,0.75,Ideal,5,G,SI1,3,2456
18811,18812,0.3,Very Good,3,H,SI2,2,485
18812,18813,0.42,Very Good,3,H,SI1,3,670
18813,18814,1.05,Very Good,3,H,SI1,3,5047
18814,18815,0.48,Ideal,5,G,SI1,3,1145
18815,18816,1.05,Ideal,5,G,VS2,5,6562
18816,18817,1.02,Fair,1,H,SI1,3,3972
18817,18818,0.78,Good,2,D,SI2,2,2430
18818,18819,0.33,Ideal,5,G,SI1,3,498
18819,18820,1.1,Ideal,5,G,VVS2,6,9215
18820,18821,0.59,Ideal,5,H,VS2,5,1648
18821,18822,0.4,Ideal,5,D,VS2,5,982
18822,18823,0.28,Ideal,5,H,VS1,4,462
18823,18824,0.51,Good,2,H,SI1,3,1119
18824,18825,0.38,Premium,4,E,VS2,5,1112
18825,18826,0.7,Ideal,5,I,VVS1,7,2536
18826,18827,0.61,Ideal,5,F,VVS2,6,2833
18827,18828,0.81,Very Good,3,G,VS1,4,3507
18828,18829,1.12,Ideal,5,I,SI2,2,3688
18829,18830,0.72,Ideal,5,F,VVS2,6,3816
18830,18831,1.5,Ideal,5,D,SI2,2,10122
18831,18832,0.73,Ideal,5,I,VS2,5,2756
18832,18833,2.29,Premium,4,J,IF,8,18594
18833,18834,0.58,Ideal,5,H,VS2,5,1755
18834,18835,0.72,Premium,4,D,SI1,3,2567
18835,18836,0.59,Good,2,F,VS2,5,1573
18836,18837,0.62,Ideal,5,E,SI1,3,2054
18837,18838,0.83,Ideal,5,H,VVS1,7,3570
18838,18839,0.35,Premium,4,H,SI2,2,551
18839,18840,0.32,Very Good,3,D,VVS2,6,791
18840,18841,0.38,Ideal,5,E,VVS2,6,1100
18841,18842,0.32,Good,2,D,SI1,3,589
18842,18843,1.23,Ideal,5,G,VS1,4,8970
18843,18844,1.13,Ideal,5,G,VS1,4,8051
18844,18845,0.72,Very Good,3,E,VVS2,6,3495
18845,18846,0.33,Very Good,3,D,SI1,3,608
18846,18847,1.25,Ideal,5,G,SI1,3,6608
18847,18848,2.02,Premium,4,I,VS2,5,17893
18848,18849,0.56,Ideal,5,G,VS2,5,1662
18849,18850,0.3,Ideal,5,E,VS2,5,603
18850,18851,1.01,Ideal,5,J,SI2,2,3997
18851,18852,1.72,Premium,4,I,VVS2,6,12509
18852,18853,0.3,Very Good,3,D,VS1,4,666
18853,18854,0.91,Very Good,3,H,SI1,3,3771
18854,18855,1.11,Premium,4,H,SI1,3,4842
18855,18856,0.35,Ideal,5,E,VS1,4,1091
18856,18857,0.9,Good,2,D,VVS1,7,8239
18857,18858,0.72,Very Good,3,F,VS1,4,3059
18858,18859,0.5,Ideal,5,D,SI1,3,1404
18859,18860,0.24,Very Good,3,E,VS1,4,430
18860,18861,0.34,Ideal,5,E,VVS1,7,1014
18861,18862,0.39,Ideal,5,H,VS2,5,983
18862,18863,0.5,Ideal,5,E,VS2,5,1746
18863,18864,0.42,Premium,4,D,VVS2,6,1210
18864,18865,1.0,Fair,1,G,VS1,4,4892
18865,18866,1.13,Premium,4,D,SI2,2,5376
18866,18867,0.71,Ideal,5,G,VS2,5,2974
18867,18868,0.27,Ideal,5,E,VVS2,6,799
18868,18869,0.38,Very Good,3,D,SI2,2,633
18869,18870,0.38,Premium,4,D,VS2,5,998
18870,18871,0.23,Very Good,3,E,VVS2,6,530
18871,18872,0.71,Very Good,3,I,SI2,2,2003
18872,18873,0.73,Ideal,5,I,VS2,5,2756
18873,18874,1.34,Very Good,3,H,SI1,3,7636
18874,18875,0.25,Very Good,3,E,VS2,5,480
18875,18876,0.57,Ideal,5,E,SI1,3,1670
18876,18877,0.7,Premium,4,F,VS1,4,2792
18877,18878,1.01,Very Good,3,F,VS2,5,7258
18878,18879,0.4,Ideal,5,G,SI1,3,1084
18879,18880,0.37,Ideal,5,J,VS1,4,487
18880,18881,2.0,Very Good,3,H,SI1,3,17760
18881,18882,0.32,Ideal,5,G,VS1,4,628
18882,18883,0.33,Ideal,5,H,VS2,5,668
18883,18884,0.43,Premium,4,D,SI1,3,1064
18884,18885,0.53,Very Good,3,G,VVS1,7,2136
18885,18886,0.3,Good,2,D,SI1,3,552
18886,18887,0.93,Premium,4,F,VS2,5,4961
18887,18888,1.02,Very Good,3,G,VS2,5,6058
18888,18889,0.56,Ideal,5,E,VS1,4,2117
18889,18890,1.52,Premium,4,I,SI2,2,8010
18890,18891,0.28,Ideal,5,H,VVS1,7,586
18891,18892,1.0,Fair,1,I,I1,1,2112
18892,18893,0.44,Ideal,5,H,SI1,3,941
18893,18894,0.51,Very Good,3,E,SI2,2,1427
18894,18895,0.51,Ideal,5,F,VS2,5,1595
18895,18896,1.0,Good,2,H,VS1,4,5219
18896,18897,0.33,Ideal,5,H,VVS2,6,854
18897,18898,0.74,Very Good,3,E,SI1,3,2839
18898,18899,0.73,Very Good,3,E,SI2,2,2395
18899,18900,2.2,Premium,4,I,VS2,5,17905
18900,18901,0.71,Premium,4,E,SI1,3,2629
18901,18902,0.77,Ideal,5,G,VS2,5,3154
18902,18903,0.3,Good,2,E,SI1,3,675
18903,18904,0.31,Ideal,5,F,VS2,5,625
18904,18905,0.79,Ideal,5,F,SI1,3,3169
18905,18906,1.3,Ideal,5,G,VS1,4,6928
18906,18907,0.38,Very Good,3,F,VS1,4,883
18907,18908,2.0,Very Good,3,G,SI1,3,18818
18908,18909,0.5,Very Good,3,G,VVS2,6,2260
18909,18910,1.51,Good,2,J,SI2,2,6215
18910,18911,0.52,Ideal,5,I,VVS2,6,1316
18911,18912,1.0,Fair,1,E,SI2,2,3763
18912,18913,0.69,Ideal,5,G,SI1,3,2297
18913,18914,1.14,Ideal,5,H,SI1,3,5861
18914,18915,1.11,Ideal,5,H,SI2,2,4520
18915,18916,0.34,Very Good,3,D,VS2,5,698
18916,18917,0.41,Ideal,5,F,VVS2,6,1192
18917,18918,0.7,Fair,1,F,VS1,4,2381
18918,18919,1.51,Premium,4,G,VS2,5,12756
18919,18920,0.58,Good,2,E,SI1,3,1336
18920,18921,1.51,Premium,4,J,VVS2,6,8930
18921,18922,1.02,Ideal,5,F,VS2,5,6412
18922,18923,0.72,Fair,1,H,SI2,2,2203
18923,18924,1.25,Premium,4,F,VS2,5,8840
18924,18925,1.5,Premium,4,H,SI2,2,7812
18925,18926,0.31,Ideal,5,F,IF,8,888
18926,18927,0.32,Ideal,5,E,VS1,4,758
18927,18928,0.56,Ideal,5,E,SI1,3,1580
18928,18929,0.5,Very Good,3,E,VS2,5,1606
18929,18930,1.02,Very Good,3,E,SI1,3,5814
18930,18931,2.06,Premium,4,G,SI1,3,18439
18931,18932,0.33,Ideal,5,H,VS2,5,551
18932,18933,0.31,Ideal,5,I,VVS1,7,557
18933,18934,0.8,Ideal,5,F,SI1,3,3082
18934,18935,0.3,Good,2,D,VS2,5,621
18935,18936,0.52,Ideal,5,F,SI2,2,1191
18936,18937,0.3,Ideal,5,E,VVS1,7,826
18937,18938,0.3,Very Good,3,F,SI1,3,500
18938,18939,0.31,Premium,4,G,VS2,5,435
18939,18940,0.4,Very Good,3,G,IF,8,1220
18940,18941,0.71,Premium,4,H,VS1,4,2572
18941,18942,0.54,Ideal,5,F,VS2,5,2333
18942,18943,0.3,Very Good,3,E,VVS2,6,622
18943,18944,0.5,Good,2,G,VS2,5,1415
18944,18945,1.2,Good,2,F,VS1,4,6209
18945,18946,0.71,Fair,1,G,VVS1,7,3062
18946,18947,0.32,Ideal,5,I,VVS1,7,553
18947,18948,1.16,Ideal,5,J,SI1,3,3955
18948,18949,0.7,Very Good,3,D,VVS1,7,4362
18949,18950,1.61,Ideal,5,H,VS2,5,11045
18950,18951,0.4,Very Good,3,G,VS2,5,807
18951,18952,1.16,Ideal,5,G,VS2,5,7600
18952,18953,0.74,Premium,4,E,VS2,5,3285
18953,18954,0.7,Good,2,H,VVS2,6,2475
18954,18955,0.5,Good,2,D,VS2,5,1758
18955,18956,0.31,Premium,4,J,SI1,3,453
18956,18957,0.96,Premium,4,G,SI1,3,3355
18957,18958,0.42,Ideal,5,D,VS2,5,1103
18958,18959,0.51,Very Good,3,F,VS1,4,1706
18959,18960,0.52,Very Good,3,F,SI1,3,1227
18960,18961,1.24,Very Good,3,H,SI2,2,5486
18961,18962,0.76,Ideal,5,H,VVS2,6,2690
18962,18963,0.33,Premium,4,D,SI2,2,492
18963,18964,0.74,Very Good,3,E,SI1,3,3009
18964,18965,2.06,Ideal,5,I,SI2,2,10728
18965,18966,1.0,Very Good,3,G,I1,1,3011
18966,18967,1.08,Very Good,3,E,SI2,2,3726
18967,18968,1.59,Very Good,3,H,SI1,3,10356
18968,18969,1.21,Premium,4,J,SI2,2,3984
18969,18970,0.72,Very Good,3,G,VS1,4,2422
18970,18971,2.0,Good,2,G,SI1,3,17902
18971,18972,0.4,Ideal,5,G,VVS2,6,982
18972,18973,0.31,Good,2,E,SI1,3,544
18973,18974,1.0,Premium,4,G,VVS1,7,7848
18974,18975,1.0,Ideal,5,G,VS1,4,6290
18975,18976,0.54,Very Good,3,E,SI2,2,1278
18976,18977,1.09,Premium,4,E,SI2,2,4102
18977,18978,0.71,Ideal,5,D,SI1,3,3035
18978,18979,0.31,Ideal,5,D,SI1,3,732
18979,18980,0.32,Premium,4,G,SI1,3,477
18980,18981,0.32,Ideal,5,G,VVS2,6,708
18981,18982,0.7,Premium,4,F,SI1,3,2657
18982,18983,0.35,Very Good,3,H,VVS2,6,650
18983,18984,0.31,Premium,4,I,VS1,4,628
18984,18985,1.41,Premium,4,D,SI2,2,6988
18985,18986,0.52,Premium,4,F,SI1,3,1338
18986,18987,1.2,Very Good,3,I,VS2,5,5955
18987,18988,0.56,Premium,4,D,SI1,3,1595
18988,18989,0.9,Good,2,F,SI2,2,2964
18989,18990,0.52,Ideal,5,D,VS2,5,1919
18990,18991,0.53,Ideal,5,G,VS2,5,1607
18991,18992,0.43,Premium,4,G,VVS1,7,1264
18992,18993,0.36,Very Good,3,E,VS2,5,631
18993,18994,1.02,Ideal,5,E,SI1,3,5655
18994,18995,0.9,Ideal,5,H,VVS1,7,4783
18995,18996,0.38,Premium,4,F,VVS1,7,1200
18996,18997,0.83,Good,2,J,SI1,3,2311
18997,18998,0.72,Premium,4,F,SI2,2,2298
18998,18999,1.85,Ideal,5,I,VVS2,6,14375
18999,19000,1.35,Very Good,3,G,VS2,5,9302
19000,19001,1.07,Ideal,5,G,VS1,4,7198
19001,19002,0.9,Ideal,5,E,SI2,2,4770
19002,19003,0.3,Ideal,5,H,IF,8,764
19003,19004,2.06,Premium,4,H,SI2,2,16098
19004,19005,0.4,Premium,4,E,SI1,3,945
19005,19006,0.36,Very Good,3,E,VS2,5,789
19006,19007,0.45,Fair,1,E,VS2,5,951
19007,19008,0.37,Ideal,5,G,VS2,5,649
19008,19009,0.81,Very Good,3,F,SI1,3,3308
19009,19010,0.52,Very Good,3,E,SI2,2,1120
19010,19011,0.72,Very Good,3,E,SI2,2,3084
19011,19012,0.52,Ideal,5,D,VS2,5,1919
19012,19013,1.9,Premium,4,J,SI1,3,10885
19013,19014,0.25,Very Good,3,E,VVS2,6,533
19014,19015,0.78,Ideal,5,I,VVS2,6,3267
19015,19016,0.5,Ideal,5,F,VVS2,6,2210
19016,19017,1.5,Premium,4,G,I1,1,4140
19017,19018,1.01,Premium,4,G,VS2,5,5538
19018,19019,0.32,Ideal,5,F,VS1,4,876
19019,19020,1.26,Ideal,5,H,SI2,2,6597
19020,19021,0.4,Premium,4,H,VS1,4,1035
19021,19022,0.35,Very Good,3,G,VVS2,6,798
19022,19023,0.9,Very Good,3,D,SI2,2,4946
19023,19024,1.0,Premium,4,F,I1,1,2841
19024,19025,1.0,Premium,4,D,VS2,5,6776
19025,19026,0.5,Ideal,5,F,VS1,4,1731
19026,19027,1.01,Ideal,5,E,SI1,3,5599
19027,19028,0.53,Ideal,5,F,VS1,4,1908
19028,19029,0.31,Premium,4,E,VS2,5,680
19029,19030,0.9,Good,2,E,SI1,3,3570
19030,19031,1.19,Ideal,5,F,VS2,5,8415
19031,19032,1.11,Good,2,I,VS2,5,5054
19032,19033,0.76,Premium,4,H,VVS2,6,2792
19033,19034,0.5,Very Good,3,I,VS1,4,1013
19034,19035,1.22,Fair,1,F,SI2,2,4705
19035,19036,1.23,Ideal,5,H,IF,8,8585
19036,19037,1.0,Good,2,J,VS1,4,3920
19037,19038,1.01,Very Good,3,E,VS2,5,6714
19038,19039,0.39,Good,2,D,VVS2,6,1056
19039,19040,1.28,Ideal,5,G,SI2,2,5888
19040,19041,0.72,Premium,4,E,SI1,3,2863
19041,19042,1.5,Ideal,5,G,VVS2,6,17176
19042,19043,2.21,Premium,4,H,I1,1,6535
19043,19044,0.39,Ideal,5,D,VS1,4,1170
19044,19045,1.56,Ideal,5,D,SI1,3,10934
19045,19046,0.28,Ideal,5,H,VVS2,6,514
19046,19047,0.31,Very Good,3,H,VS2,5,628
19047,19048,0.72,Good,2,D,SI1,3,2757
19048,19049,0.6,Ideal,5,H,SI2,2,1238
19049,19050,0.74,Very Good,3,D,SI2,2,2558
19050,19051,0.34,Ideal,5,D,VS1,4,961
19051,19052,0.53,Ideal,5,E,SI1,3,1607
19052,19053,0.73,Ideal,5,F,VVS1,7,4171
19053,19054,1.05,Ideal,5,D,VVS2,6,11196
19054,19055,0.31,Ideal,5,E,SI2,2,435
19055,19056,0.3,Very Good,3,D,VS1,4,666
19056,19057,0.35,Ideal,5,D,SI1,3,827
19057,19058,0.4,Premium,4,D,SI1,3,990
19058,19059,1.24,Premium,4,E,VS1,4,10388
19059,19060,1.21,Premium,4,F,VS2,5,8870
19060,19061,0.48,Ideal,5,I,SI1,3,841
19061,19062,1.12,Ideal,5,H,SI1,3,5521
19062,19063,0.3,Ideal,5,D,VVS1,7,1094
19063,19064,0.44,Ideal,5,G,VVS2,6,1155
19064,19065,1.12,Premium,4,I,SI2,2,3669
19065,19066,0.51,Good,2,F,SI1,3,1312
19066,19067,1.45,Very Good,3,J,VS2,5,6671
19067,19068,1.4,Premium,4,D,SI2,2,8419
19068,19069,0.56,Ideal,5,G,SI1,3,1441
19069,19070,0.51,Ideal,5,E,VS1,4,1851
19070,19071,0.33,Premium,4,E,VVS2,6,1114
19071,19072,1.01,Premium,4,E,SI1,3,5741
19072,19073,0.73,Very Good,3,I,VS2,5,2426
19073,19074,1.14,Premium,4,H,VS2,5,6095
19074,19075,0.32,Ideal,5,E,VS2,5,637
19075,19076,0.3,Good,2,E,SI1,3,675
19076,19077,1.21,Premium,4,G,VS2,5,7611
19077,19078,1.44,Premium,4,G,VS2,5,11032
19078,19079,1.12,Ideal,5,G,VS1,4,7716
19079,19080,1.52,Very Good,3,F,VS2,5,14217
19080,19081,0.4,Premium,4,D,SI1,3,990
19081,19082,0.52,Ideal,5,D,VS2,5,2225
19082,19083,1.33,Ideal,5,J,VS1,4,6118
19083,19084,0.33,Premium,4,H,VS1,4,743
19084,19085,0.82,Ideal,5,F,VS2,5,3514
19085,19086,0.51,Ideal,5,H,VS1,4,1668
19086,19087,0.47,Very Good,3,G,SI1,3,1133
19087,19088,1.07,Ideal,5,H,VS1,4,7440
19088,19089,0.3,Premium,4,E,VS2,5,570
19089,19090,0.33,Very Good,3,E,SI1,3,579
19090,19091,0.92,Ideal,5,I,VS1,4,4587
19091,19092,1.12,Ideal,5,I,VVS2,6,6317
19092,19093,1.05,Ideal,5,G,VS1,4,7440
19093,19094,0.34,Ideal,5,D,SI1,3,626
19094,19095,0.58,Good,2,F,VVS2,6,2494
19095,19096,0.51,Ideal,5,H,VS2,5,1397
19096,19097,0.31,Ideal,5,F,VS2,5,802
19097,19098,0.7,Very Good,3,F,VVS2,6,3275
19098,19099,1.12,Very Good,3,G,VVS1,7,8072
19099,19100,0.87,Very Good,3,F,SI2,2,2851
19100,19101,0.72,Ideal,5,F,VS1,4,3759
19101,19102,0.3,Ideal,5,D,VS2,5,778
19102,19103,0.3,Good,2,F,SI1,3,500
19103,19104,1.01,Premium,4,E,VS1,4,7839
19104,19105,0.73,Premium,4,E,VS1,4,3311
19105,19106,0.32,Ideal,5,G,VS1,4,645
19106,19107,1.01,Very Good,3,E,SI1,3,5339
19107,19108,1.51,Ideal,5,H,VS2,5,11540
19108,19109,1.5,Good,2,E,SI1,3,11368
19109,19110,0.3,Premium,4,E,VS2,5,658
19110,19111,0.6,Good,2,F,SI1,3,1367
19111,19112,0.72,Very Good,3,G,VVS2,6,2933
19112,19113,1.01,Very Good,3,E,SI1,3,5499
19113,19114,0.94,Premium,4,G,SI1,3,4106
19114,19115,0.38,Very Good,3,H,VVS1,7,967
19115,19116,0.53,Very Good,3,D,SI2,2,1314
19116,19117,1.51,Premium,4,H,SI1,3,9762
19117,19118,0.4,Ideal,5,H,IF,8,1074
19118,19119,2.03,Premium,4,E,SI2,2,18477
19119,19120,0.4,Premium,4,E,SI1,3,882
19120,19121,1.62,Premium,4,F,VS1,4,16112
19121,19122,0.32,Ideal,5,G,VS1,4,645
19122,19123,1.01,Premium,4,F,VS2,5,6533
19123,19124,1.29,Premium,4,G,VS2,5,8530
19124,19125,1.34,Ideal,5,J,VS1,4,5748
19125,19126,0.71,Very Good,3,I,VVS2,6,2137
19126,19127,1.51,Good,2,I,SI1,3,6046
19127,19128,0.72,Ideal,5,D,SI1,3,2954
19128,19129,1.14,Very Good,3,D,IF,8,18112
19129,19130,1.29,Very Good,3,I,VS2,5,6099
19130,19131,0.7,Good,2,H,VS2,5,2187
19131,19132,0.58,Ideal,5,E,VS2,5,1761
19132,19133,0.33,Ideal,5,G,IF,8,968
19133,19134,1.03,Premium,4,I,SI1,3,3749
19134,19135,1.05,Ideal,5,I,SI1,3,4679
19135,19136,1.05,Ideal,5,G,VS1,4,7270
19136,19137,0.31,Ideal,5,D,SI1,3,571
19137,19138,1.01,Very Good,3,F,SI1,3,4619
19138,19139,2.02,Very Good,3,J,VS2,5,13499
19139,19140,0.27,Ideal,5,D,VVS1,7,622
19140,19141,0.67,Premium,4,D,SI2,2,1819
19141,19142,1.07,Ideal,5,G,VS2,5,6324
19142,19143,0.52,Ideal,5,F,IF,8,2749
19143,19144,0.57,Ideal,5,G,VS1,4,1972
19144,19145,1.1,Ideal,5,I,VS2,5,4897
19145,19146,0.7,Good,2,D,VS1,4,3193
19146,19147,0.7,Premium,4,E,SI2,2,2307
19147,19148,0.35,Ideal,5,I,VVS2,6,598
19148,19149,0.3,Very Good,3,H,VS1,4,526
19149,19150,0.32,Ideal,5,G,SI2,2,459
19150,19151,0.32,Very Good,3,H,VS1,4,624
19151,19152,1.61,Very Good,3,J,SI1,3,7695
19152,19153,1.2,Ideal,5,H,VS1,4,8039
19153,19154,0.32,Premium,4,G,VS2,5,561
19154,19155,1.22,Ideal,5,G,VS1,4,8608
19155,19156,1.47,Very Good,3,H,SI2,2,7438
19156,19157,1.05,Ideal,5,E,SI2,2,4714
19157,19158,0.9,Very Good,3,H,SI2,2,3160
19158,19159,1.03,Ideal,5,G,VS1,4,7587
19159,19160,0.44,Premium,4,H,SI2,2,759
19160,19161,0.36,Ideal,5,E,VS2,5,673
19161,19162,0.42,Fair,1,D,SI1,3,675
19162,19163,1.01,Good,2,F,VVS2,6,7059
19163,19164,1.12,Ideal,5,H,SI1,3,5291
19164,19165,0.9,Very Good,3,H,VS1,4,4309
19165,19166,1.52,Very Good,3,I,SI1,3,9290
19166,19167,0.74,Ideal,5,G,SI1,3,2760
19167,19168,0.3,Ideal,5,I,VS1,4,457
19168,19169,0.3,Ideal,5,E,VVS1,7,895
19169,19170,1.09,Ideal,5,F,VS1,4,9786
19170,19171,0.43,Premium,4,G,VVS1,7,1264
19171,19172,0.42,Ideal,5,G,VVS2,6,1031
19172,19173,0.7,Very Good,3,G,SI2,2,1715
19173,19174,1.07,Premium,4,D,VS2,5,7751
19174,19175,0.31,Good,2,D,SI1,3,502
19175,19176,0.24,Very Good,3,G,VVS1,7,432
19176,19177,0.74,Premium,4,F,VS2,5,2805
19177,19178,1.01,Ideal,5,E,VS2,5,7288
19178,19179,0.71,Very Good,3,F,VS1,4,2765
19179,19180,1.01,Ideal,5,F,VS1,4,8552
19180,19181,0.31,Ideal,5,G,SI1,3,462
19181,19182,0.5,Ideal,5,F,VS2,5,1436
19182,19183,0.32,Ideal,5,G,VVS1,7,1080
19183,19184,2.01,Good,2,I,SI1,3,10184
19184,19185,0.57,Premium,4,D,VS1,4,2360
19185,19186,0.3,Ideal,5,G,VS2,5,495
19186,19187,0.9,Good,2,F,VS2,5,4493
19187,19188,0.36,Premium,4,E,VS2,5,1013
19188,19189,0.31,Ideal,5,H,VVS2,6,609
19189,19190,1.73,Premium,4,I,VS2,5,8680
19190,19191,1.08,Very Good,3,G,SI2,2,4241
19191,19192,1.75,Ideal,5,G,VS2,5,17343
19192,19193,0.9,Good,2,H,SI2,2,3115
19193,19194,0.92,Ideal,5,I,SI1,3,3323
19194,19195,0.71,Very Good,3,G,SI2,2,2171
19195,19196,1.23,Very Good,3,H,SI1,3,5665
19196,19197,0.39,Premium,4,F,SI1,3,860
19197,19198,0.81,Very Good,3,F,VS1,4,3689
19198,19199,0.4,Premium,4,H,VS1,4,1035
19199,19200,0.3,Ideal,5,F,IF,8,947
19200,19201,0.41,Good,2,E,VS1,4,917
19201,19202,0.33,Ideal,5,H,IF,8,806
19202,19203,0.9,Ideal,5,D,SI2,2,3798
19203,19204,0.8,Very Good,3,H,VVS1,7,4468
19204,19205,0.31,Very Good,3,E,SI1,3,544
19205,19206,0.32,Very Good,3,H,VS2,5,505
19206,19207,1.02,Very Good,3,H,SI2,2,4039
19207,19208,1.5,Good,2,E,VS2,5,13899
19208,19209,0.72,Premium,4,E,SI2,2,1808
19209,19210,2.17,Ideal,5,I,SI1,3,17747
19210,19211,0.44,Ideal,5,G,VVS1,7,1207
19211,19212,0.31,Very Good,3,E,VS2,5,680
19212,19213,0.34,Ideal,5,D,VS2,5,1033
19213,19214,0.56,Very Good,3,F,SI1,3,1425
19214,19215,0.35,Ideal,5,E,VS2,5,984
19215,19216,0.54,Ideal,5,E,SI1,3,1422
19216,19217,0.72,Premium,4,F,SI1,3,2742
19217,19218,0.3,Premium,4,G,VVS1,7,945
19218,19219,0.41,Ideal,5,G,VVS1,7,1230
19219,19220,0.52,Good,2,G,SI1,3,1244
19220,19221,0.3,Ideal,5,J,VS1,4,411
19221,19222,2.01,Premium,4,F,SI1,3,14502
19222,19223,0.91,Ideal,5,G,SI2,2,3425
19223,19224,1.08,Ideal,5,H,SI1,3,6426
19224,19225,1.03,Ideal,5,G,SI1,3,4679
19225,19226,0.31,Ideal,5,J,VS2,5,400
19226,19227,0.75,Ideal,5,E,SI1,3,2993
19227,19228,0.31,Premium,4,H,VVS1,7,707
19228,19229,0.54,Very Good,3,H,SI1,3,1248
19229,19230,0.31,Ideal,5,I,VVS1,7,557
19230,19231,0.36,Ideal,5,F,VVS2,6,1059
19231,19232,0.72,Premium,4,H,SI2,2,2144
19232,19233,0.35,Ideal,5,I,SI1,3,491
19233,19234,0.59,Premium,4,G,SI1,3,1355
19234,19235,0.55,Ideal,5,D,VS1,4,1918
19235,19236,0.58,Very Good,3,E,IF,8,2852
19236,19237,0.23,Very Good,3,F,VVS2,6,468
19237,19238,0.91,Ideal,5,G,SI1,3,4049
19238,19239,0.7,Premium,4,G,VS2,5,2317
19239,19240,0.33,Ideal,5,H,VVS2,6,854
19240,19241,0.7,Ideal,5,G,VS1,4,3300
19241,19242,2.41,Good,2,I,SI2,2,17923
19242,19243,0.73,Premium,4,F,SI2,2,1971
19243,19244,0.9,Ideal,5,H,SI1,3,3967
19244,19245,0.4,Good,2,J,VS2,5,591
19245,19246,0.52,Premium,4,F,SI1,3,1370
19246,19247,0.31,Ideal,5,H,VVS2,6,802
19247,19248,1.02,Premium,4,E,SI2,2,4478
19248,19249,0.37,Very Good,3,E,VS1,4,784
19249,19250,1.0,Good,2,D,SI2,2,3569
19250,19251,0.51,Premium,4,G,VS2,5,1546
19251,19252,0.38,Ideal,5,I,VS1,4,700
19252,19253,1.09,Ideal,5,E,SI2,2,5127
19253,19254,1.3,Premium,4,G,VS2,5,9051
19254,19255,0.3,Premium,4,E,VS2,5,844
19255,19256,0.31,Ideal,5,F,IF,8,914
19256,19257,0.32,Ideal,5,G,VVS2,6,730
19257,19258,0.58,Good,2,F,SI1,3,1388
19258,19259,0.71,Premium,4,E,SI1,3,2863
19259,19260,1.12,Ideal,5,D,VS1,4,9694
19260,19261,0.33,Ideal,5,D,VS2,5,855
19261,19262,1.5,Premium,4,I,VS2,5,8431
19262,19263,0.35,Ideal,5,H,VVS1,7,798
19263,19264,0.91,Ideal,5,I,VS1,4,3669
19264,19265,0.31,Ideal,5,H,VVS2,6,652
19265,19266,0.7,Premium,4,D,SI1,3,2512
19266,19267,1.08,Very Good,3,H,VS2,5,5155
19267,19268,0.9,Fair,1,E,SI2,2,2639
19268,19269,0.31,Good,2,H,VVS1,7,612
19269,19270,0.51,Ideal,5,H,VS1,4,1438
19270,19271,1.53,Premium,4,J,VVS1,7,9155
19271,19272,0.41,Ideal,5,E,VVS1,7,1431
19272,19273,0.32,Very Good,3,D,VS2,5,758
19273,19274,2.11,Premium,4,G,SI2,2,13598
19274,19275,0.7,Ideal,5,E,SI2,2,2560
19275,19276,0.53,Ideal,5,G,VS1,4,1607
19276,19277,1.01,Good,2,E,SI1,3,4399
19277,19278,0.31,Very Good,3,E,SI1,3,651
19278,19279,0.72,Premium,4,F,VS2,5,2724
19279,19280,1.25,Premium,4,H,SI2,2,4200
19280,19281,0.31,Premium,4,E,VS2,5,872
19281,19282,0.34,Ideal,5,E,VS1,4,805
19282,19283,0.37,Premium,4,D,VS1,4,803
19283,19284,0.56,Premium,4,E,VS2,5,1882
19284,19285,2.19,Ideal,5,I,SI2,2,15254
19285,19286,0.35,Good,2,F,VS2,5,596
19286,19287,0.9,Ideal,5,F,SI1,3,4269
19287,19288,0.31,Ideal,5,I,VS1,4,502
19288,19289,1.2,Ideal,5,J,VS1,4,5722
19289,19290,2.02,Premium,4,I,SI1,3,16191
19290,19291,1.0,Good,2,H,SI1,3,4389
19291,19292,1.01,Very Good,3,F,VS1,4,7127
19292,19293,1.01,Premium,4,H,VS2,5,4559
